sentences,label
Faktanya Cina2 parasit tuh ngotot belain si penista Agama USER USER USER USER USER,3
"""halah palingan kalo lu dikasih pap nenen sama memek juga doyan. gak usah munafik deh""\n\nheh upil dimana-mana kucing garong kalo dikasih ikan asin ya doyan-doyan aja.'",3
RT USER: JEBRET!!! Letjen (Purn) Suryo Prabowo: Inisiator HOAX Bermula dari ESEMKA URL URL,3
"USER Ulama ???? bukan pewaris para nabi kecuali jika dia bisa jadi khalifah (QS. 38:26) krn Daud As sdh jd rasul dan nab?ª Allah SWT bahkan dianugerahi lg sbg KHALIFAH, presiden, gubernur, bupati atau walikota.",0
USER USER USER Cebong baru netas. Disuruh nyerang saya..? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',3
USER USER USER palestina yang islam engga pernah merdeka\ntapi palestina yang yahudi lah yang dimerdekakan ingriss',0
Tampaknya aku perlu ngentot tante\xc2\xb2 atau oma\xc2\xb2 \nSiapakah yg mau... USER atau USER atau USER URL,0
USER Pak USER Kementerian Agama harus mengklarifikasi bahwa Muslim tak diajarkan membawa persembahan,0
"USER USER Lawan kita adalah Yahudi Zionis,semua harus fokus ke sana,tuh liat betapa rukunnya sesama orang Yahudi meski beda aliran. Kl kita sesama muslim ndak rukun,gimana mau menang lawan Yahudi???,!!!'",3
Lol kunyuk k jepang buat nnton RV toh \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
"7. Terakhir, adakah tips untuk para #updaters tentang time management yg efektif sebagai mahasiswa? USER #KUchat",0
DIKTATOR JOKOWI jongos organisasi jagal manusia Nahdatul Ulama dijadikan inspirasi.,3
USER Sebelum teriak Bela Agama harusnya bersih dulu dari korupsi dan nilep uang orang dooong; ; ????????????; ;,0
Penyuluh Agama Diharap Ikut Andil Menangkal Paham Radikal,0
USER ; Mohon informasinya. Apakah Radio Elshinta akan menyiarkan secara On Air acara Debat Publik Pilkada Kab. Bandung Barat sore ini?,0
WOWO Mulai KUMAT rajin turun gunung demo di Monas nyinyirin Jokowi URL USER USER USER USER,3
Rezim ini bener2 dikuasai oleh oknum2 yg anti-Islam,3
(Adrp) USER dasar jablay',3
"Asta, mata melek tapi gak sadar. Kalo sadar, paling gak fokus. Bullshit lah gak fokus gara2 kurang minum. Gua minum 3 liter lebih sehari udh kek onta beser tetep aja gagal fokus.'",3
"Secara tak sengaja baju jokowi memecah Indonesia jadi dua bagian; ; ""Menyedihkannya Presiden Yang Tak Paham Ideologi &amp; Konstitusi NKRI"" by USER - Chirpstory",3
Ahok jatuh.. makin mudah jokowi di lengserkan.,3
sompret sekali lagi enak enak tiduran tiba tiba hujan kudu masukin jemuran eh 5 menit kemudian terang lagi. ingin berkata halus \xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2',0
Agar Muslim mudah Buang Islam USER USER USER Kemen.Agama wajib menjelaskan asal-usul kafir,3
Salam Jumaat. Sarap nasi lemak. Siap2 ke masjid..',0
USER Mungkin bakal manggil penetral bom apasi namanya',0
Pertumbuhan Ekonomi Indonesia Kuartal-I 2038,0
"USER Setahu saya emang orang luar negeri nataal atau asesoris apapun itu tidak masuk agama, tapi cuma masuk kebudayaan. Sama aja kayak kita pas ramadhan g peduli islam kristen semuanya pada mudik krna itu udah tradisi ...'",0
Dosen UI Ade Armando Kembali Dipolisikan Terkait Penodaan? Agama,0
"Apa bedanya kamu sama orang yg suka menjelek jelekan karna tidak sesuai dengan yang kamu mau, tpi kamu nya sendiri suka jelek jelekin orang ? Mein idiot'",3
"Bagaimana dengan kalimat, ""aku selalu ada buat kamu""\n\nJANGAN BACOT DOANG, BUKTIIN.\n\nTapi akan lebih baik kalau kalimatnya dibuat seperti ini,\n""Maaf kalau aku engga bisa kasih solusi apa-apa, kalau kamu butuh aku dan aku bisa, aku pasti ada buat kamu""'",0
"USER Disana ada cowo asing kan..\nCoba ajakin kenalan. Bikin asyik aja, nanti keluar bareng buat beli keperluan proker. Ngobrol di posko sampe malem. Betah wes..\n\nKalo gak gitu, bawa persediaan film. Biar ga gabut. Wkwk'",0
USER \xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80udah nanya serius salah lagi..hihihi.\nhadeuuh2...masa gak bisa bedain sampah plastik ma bangkai kapal.',0
Ayo lengserkan USER 2039 jgn kasi ampun,3
"USER gua sekelas pernah lagi jamkos. kelas gua tuh temboknya bisa dibuka, soalnya dia rolling door. nah begonya kelas gua muter lagu kenceng banget terus sampe ke lagunya ratu yg ""lelaki buaya darat, buset!"" eh guru kelas sebelah dateng dong dari",0
USER Udh eek gua',0
RT USER USER trus maksudnya Indonesia yg mayoritas muslim suruh pilih pemimpin cina non muslim gitu ya ? Jangan dong,3
"Doa saya di Hijr Ismail : ; 3) beri hidayah org2 yg berlindung dlm bungkus islam tapi musuh islam, ; 2) beri kami kesabaran demi utuhnya NKRI, ; 3) bimbing kami wujudkan islam rahmatan lil alamin, ; 4) lindungi Bangsa dan Negara kami; 5) beri kami pemimpin",0
Astaghfirullah...sejak kapan Al-Qur'an berisi 33 Juz ? ??; .; ; .; .; #2039GantiPresiden ; #GantiPresiden2039,3
"USER USER Amrik negara maju dan contoh demokrasi, kenapa presiden yg rasialis yg terpilih, bagaimana menurut anda..'",0
"Hal tersebut di ungkapkan oleh anggota Komisi III DPRD Kota Cirebon, Jafarudin, saat ditemui di gedung DPRD. Dikatakan Ja'far, penyelamatan benda cagar budaya penting karena bisa menjadi identitas sebuah kota sejarah di Cirebon.",0
#2039GantiPresiden Pengamat: Data Khofifah-Emil Lebih Faktual di Lapangan,3
USER emang yg namanya bangkai disembunyikan pasti akan kecium juga!!',0
"cinta itu buta \nbuta itu mata \nmata itu bulat \nbulat itu telor \ntelor itu kuning \nkuning itu eek\nberati, cinta itu eek'",0
"Kenapa hanya Ahok, Sukmawati dan Ganjar Pranowo (walau kecele) yang mereka sebut penista agama karena menguntungkan secara politik. Ahok dalam pilgub Jakarta yang penuh aroma rasis, Sukmawati jelas ingin...",0
RT USER: USER hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama,3
"USER Mungkin stocknya terbatas atau habis Grameds, untuk buku religi Islam, Kristen, Hindu dan Buddha ada juga kok\xf0\x9f\x98\x8a'",0
"Krn mereka ingin mengganti Demokrasi Pancasila dgn Demokrasi PKI, yg tdk bertuhan, yg bebas perjinahan, miras, LGBT. PKIBukanIndonesia",3
Penolakan ini dilakukan lewat propanda ideologis dgn menyatakan bhw semua manusia adalah sama di hdapan Tuhan baik doi memakai jubah pendeta maupun tidak. Perlawanan ideologis terhadap dominasi spiritual Gereja Katholik ini mencapai puncaknya pd era Refo,0
"Hallo USER sedikit masukan saja"" di Inggris barisan petugas keamanan seperti ini sangat efektif mencegah dr kemungkinan terjadi gesekan antar suporter. Petugas keamanan selalu fokus pandangan ke arah suporter"" yg bikin rusuh langsung CIDUK aja pak.",0
USER Oh yeke.. macam2 isu negara kapir ni',3
"Tyas Mirasih ? Pecun gitu, dulu bareng sama aku agency nya'",3
Lu kn juga si raja ones eh ????????????????,0
USER USER Arseto itu monyet ngak tahu adab dan moral',3
Buku Biografi Alfian Ibrahim Diluncurkan -,0
Chirpified: Presiden Ingin Perubahan Perizinan Terintegrasi dari Pusat ke Daerah,0
USER Ternyata masih da banyak asw',0
Gubernur DKI Shalat Jumat Bersama? Erdogan,0
"Jika kepatuhan terhadap TUHAN mu menjadikan dirimu keras kepala, menghakimi orang lain, Memfitnah , lalu Menghasut dan Menebar kebencian dengan mengatasnamakan AGAMA ...mungkin anda butuh cermin besar untuk menyadari apa yg sebenarnya kau sembah , TUHAN MU",0
RT USER jokowi pemimpinnya kalo jokowi dah lengser indonesia akan maju lagi ga apa-apalah mundur 5 tahun untuk maju seterusnya,3
"RT USER: USER Orang2 yg mereka bilang kampungan itu setidaknya menghidupi roda ekonomi di ""bawah"". Beda dengan hiburan\xe2\x80\xa6'",0
"Kemarin revisi UU Terorisme telah disahkan DPR. Dengan harapan, pencegahan terhadap aksi terorisme bisa lebih dimaksimalkan, termasuk pelibatan TNI. #POLEMIKPemberantasanTerorisme'",0
Kampret. Datang pas butuh aja. Ngerusak mood sumpah.',3
Bersanding dgn pasti USER dan USER di kubu sana ketar ketir ...hayoo mana nasi bungkus akan ketar ketir dgn pasukan 232',0
"Sekali dalam setahun selama ratusan tahun Masyarakat Adat Baduy menyerahkan hasil panen (Seba atau Seserahan) kepada ""Bapa Gede"", yakni Bupati Lebak dan Gubernur Banten. #SebaBaduy2038",0
USER USER \xf0\x9f\x8c\x9a ko km bangsad y',3
Esok bentang soal selidik budaya pula???? dhla tk buat lagi...,0
USER USER USER Oalahhh si USER DUNGU ini msh jg memamerkan tempurungnya.',3
USER USER Betul.. Last2 semua tanam dan makan sendiri.. Xde circulation of money.. Malaysia akan dilanda musibah ekonomi,0
"jk ini benar, aparat sdh menjadi alat kekuasaan yg sedang panik, harusnya aparat adalah pelayan masyarakat, bukan pelayan penguasa, tak ada dasar hukumnya tenda ini boleh disita.. Ini Kisah Supriadi, Pemilik Becak Dengan Tenda #2039GantiPresiden -",0
RT USER Semua udah terang benderang. asal polisi mau usut tuntas sebelum dilantik. Kalau pemilihan kepala daerah terkait asma saracen KaPolri KaPolri,3
"USER USER USER pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah, Penipu Dan Garong..",3
Sinyal mu ko tai su USER',3
USER USER Wahabi takfiri gurem bro.. bacot doang gede. Sono lo minggat ke suriah gabung isis. Najiss bani takfiri',3
dekalarasi pilkada 2038 aman dan anti hoax perangkat desa keboguyang jabon,0
Bal balan digabung neng agama yo ngene ki,0
USER USER Kulit item burik gitu wks',0
"USER Bener anjir, sedih'",0
"Pemecatan tidak masuk akal USER memberi pelajaran,, Jama'ah dan Parpol harus dipisah.. ; Jama'ah harus menjadi Ulama Pewaris Nabi. Mampu menegakkan Keadilan Buat Alam Semesta.; Cc USER USER USER USER USER @",0
"USER Shummun bukmun 'umyun fahum laa yarji'uun: Mereka pekak, bisu, dan buta,\n\nSudah ckup, mari doakan yg trbaik bagi yg berkepntingan karena doa org yg terzolimi tidak ada penghalangny..""",0
"/rlt temen gue kesel sama grup kitakita gara gara rencana trip kita gagal (banyak halangan)... trs dia kaya ""uda kalian jalan berempat aja, paling kena bom HAHA"" kesel gasii :('",0
ngejelek-jelekin orang kok dibelakang? didepan dong.. Ga punya nyali yah? Situ banci? hahaha',3
USER Lagi pulang kampung doi ke Cina wkw',0
USER Engga. Kampang emang',3
CINA KOK IKUT NGOMONG...BALIK SANA KE CINA....ORANG ISLAM ROHINGYA AJA DI USIR SAMA BUDHA MYANMAR...KAMPRET,3
"Dari 38 Calon Anggota BPK, DPD RI Jagokan 5 Nama Ini",0
USER LAHH ITU DN LU BUNDA GEBLEK',3
"Jika Capres Hanya ada 2 Joko Widodo dan Prabowo, siapa yang akan anda pilih?",0
"Djarot, Gubernur DKI yang Tak Ikut Pilkada",0
"RT USER: Jidatnya Gosong ,gaya Islami tp Mentalnya Bajingan,pedagang Agama,calo ibadah Uang org mau ibadah di embat,ini lbh busuk dan\xe2\x80\xa6'",3
"Hari ini dalam sejarah: PERHIMPUNAN BERSIH 2.0 (9 Julai 2033) USER USER USER\n\n2033 adalah tahun bersejarah dalam perjuangan rakyat melawan rejim lama. Lebih 200,000 demonstran telah di tangkap sama ada sebelum dan ketika himpunan.\n\n#Re",0
perintah ulama !! GANYANG PKI !! URL,3
"USER Idiot kira2 donk.. islammu yg mana,.. kalian itu ga lebih dr gerombolam penjual ayat dan agama islam,.. dongok di rawat, jd kalian takkan pernah bisa bedakan Benar dan Salah , Rocky Gerung mengatakan islam fiksi aja loe pd ga ngerti artiny",3
"USER buka hati dong. ga munafik ya, aku kalo sakit pasti nyari obat. bukan malah ngediemin, nanti kalo parah malah jadi mati rasa.'",0
RT USER Pak Anies n pak Sandi..... mana kerjamu? Wkwkwk blm apa-apa udah gw tagih.... mundurlah secara terhormat.,3
"Karena kebiasaan pake earphone ke mana-mana dan suka budek kalo ada yang nanya, tadi tiba-tiba ada bapak-bapak nanya dan aku gak denger dia nanya apa, tanganku refleks megang kuping, padahal lagi gak pake earphone :""( kumalu 2 detik\xf0\x9f\x98\xad\xf0\x9f\xa4\xa7'",0
sebenernya gw males sih pake kacamata karena ya BERATTT seharian lu pake gituan di muka. tapi gapapa juga sih heee bisa meminimalisir mata gw yang agak sipit...',0
"Kaum cebong senjata nya cuma ""hoax"" percuma ngasi data dan fakta'",3
"USER Klu bpk punya bukti pak jokowi bagi2 sembako pakai apbn laporkan k poiisi, tp klu gk da bukti cocot mu ojok mangap koyok bajul'",3
"Kawan kami di KPK beri wanti-wanti; ; Hati-hati ada jebakan Betmen di balik bandara Kertajati, ada pihak atau anasir yang dibentuk penguasa yang siap jerat Gubernur Aher; ; Waspadalah!",0
"Aa Gym bicara soal hubungan umara dan ulama. Seperti apa hubungan umara dengan ulama yang ideal menurut Aa Gym?; ; Saksikan #WawancaraEksklusif dengan Aa Gym, hanya di",0
"Akom Gerilya ke Peserta Munaslub, Lesehan Malam hingga Salami Airin",0
PKI now= PKS FPI HTI FUI saracen dibayar u demo-demo u fitnah&provokasi sara JokAhok.dibayar o sby wowo ht ts dgn isiu istana procina pki&anti Islam,3
"Bismillah, InsyaAllah besok Rabu, 33 April, 08.00Wib. Penyidik Polda Jawa Timur akan memeriksa dan meminta keterangan saksi yang bernama Sdr. SAIKHO AS'ALI, S.H., terkait dengan Laporan Polisi yang di buat tentang dugaan Penodaan Agama dengan terlapor Sdri",0
"USER USER USER Cebong dungu, GAM bukan parpol'",3
"USER ""Tadi minta ontel ya saya bawa ontel. Untung nggak minta onta."" Lucas menegakkan badannya setelah Miss Claire duduk di jok belakang dan bersiap untuk melaju kencang.\n\n""Pegangan yang kuat Buk. Tapi jangan modus."" Langsung saja Lucas mengayuh",0
"Kinerjanya mulai terlihat, ia mencoba maju menjadi calon Wakil Gubernur Jawa Timur #KhofifahEmilJatimSatu",0
Mendengar para turis asing yang sedang duduk dan memuji kenyamanan KRL dr stasiun Bogor. Katanya sangat nyaman karena banyak \xe2\x80\x9cfree space\xe2\x80\x9d. Hmmm Just wait and see lads *evillaugh',0
Sompret ador diprotect blm sempet gue follow ajhakabahajha',0
"Sependek yang saya pahami, gak ada istilah ""baju muslim"" ""baju nasrani"" ""baju yahudi""...baju koko kalian sebut baju muslim ? Pastor bajunya juga model koko. Apa gamis ? Ini mah klasik, abu jahal juga bergamis.'",0
RT USER: USER Tak la. Dia minum air ja sebab dahaga. Nak kena samak lak bekas air ni. Kucing abang ni muslim kuat agama lak\xe2\x80\xa6',0
USER Ini manusia otaknya kotor lbh kotor dr kotoran onta',3
"Saya udah bilang. Kalo Ahok dihukum, saya akan berbalik untuk ikut Lengserkan Jokowi. Ahok sudah dikorbankan di pilgub. Tidak Adil. URL",3
bener bener bangsad bocahnya kudu di kasih unta kepalanya',3
USER USER USER Ya sdh tetaplah kalian di situ..tinggal majority rakyat indonesia msh mau dungu2periode apa #2039GantiPresiden ; End..,3
USER USER Sama skali ga malu yg malu tuh udh so jd OKB tpi nihil prestasi malah kena denda lagi malu bgd dasr CINA bloon ky gtu tuh ....',3
USER Emng anjg itu org sarap . Pusing gua liatny',3
Panwaslu Garut terima 27 laporan pelanggaran Pilkada;,0
"pada kebisuan yang terlalu bisu, ada kata-kata yang kusebut dalam kalbu, seperti doa-doa, ada sejumlah harap yang diakhiri dengan banyak semoga. ~USER'",0
Moment pertemuan antara; USER - Erdogan; ; Gubernur Indonesia ; Presiden Turkey,0
Dipaksa bersalah bahkan di intimidasi dari berbagai kasus hukum yg diciptakan oleh aparat penjaga Rezim diktator,3
Mau tanya? Mengapa Islam bisa damai tentram di negara negara komunis namun kok tidak bisa sebaliknya?',0
USER USER USER USER USER Dasar bego ....yang duluan siapa ... stress nih cebong dungu..',3
aksi lucu bocah naik motor banyak gaya,0
USER taplak meja di pake',0
Usaha Najib Stabilkan Ekonomi Menguntungkan Masyarakat Cina,0
USER USER USER USER USER USER USER USER Manusia2 SAMPAH !!!,3
wkwkwk asu',0
Wahai cebong dan kampret indonesia kembalilah kalian menjadi manusia. Indonesia butuh manusia utuh untuk berbangsa dan bernegara. Bukan mencebongkan apalagi mengkampretkan manusia.',3
USER Brp lma d ewe nya tuh Ampe bgtu',0
"menarik bahwa setelah kemunculan pengikut Kristus, ""eloah / elah"" berubah menjadi ""alah / allah"" pada liturgis &amp; literatur keagamaan Kristen Syria'",0
Penerimaan Pajak 2038 Diprediksi hanya Capai 92 Persen dari Target,0
"USER Biadab uus, sini keparat saya tunggu dimonas! Jangan cuman koar koar hidup lu anjing!'",3
Nyanyok agaknya dia ni..pagi2 buta baru otak tu berfungsi \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
USER gila ya jaman sekarang? orang goblok bisa main twitter',3
"USER Ya lu jualan ke mesir lah yg sama2 negara islam, ngapain dagang ke yahudi.'",0
Belajar Pertanian Organik Lewat Kampung Agro Eduwisata - Republika Online #budaya #seni #inovasi #indonesia,0
RT USER USER USER Klop pemberontak sekaligus koruptor.,3
USER jangan kampang',0
#ABJ Ayo lah Prabowo+SBY+Pendukung #2039GantiPresiden bersatu,3
"USER Gereja Katolik kan emang dari awal berusaha membaur dengan tradisi/budaya lokal; misa bhs jawa dengan gamelan, imam dipanggil romo, dll. Kan belajarnya dr dakwah cara walisongo.'",0
"Ada yang utamakan budaya/bangsa kayak trah Sukarno. Ada yang utamakan agama kayak Islam Politik. Keduanya salah. Yg benar itu utamakan kaum pekerja. Dengan mengutamakan kaum pekerja maka jasa keuangan akan merasa aman, jasa keuangan merasa aman maka indust",0
RT USER: #ngemut #kontol segede itu ... terus #crot di mulut .... beuh ... kenikmatan duniawi ya gays ... #gay #coli #bahan coli\xe2\x80\xa6',0
"Terkadang kita harus terpaksa senyum disaat hati tak bisa untuk tersenyum. Bukan munafik, melainkan hanya ingin terlihat baik2 saja. :)'",0
Dukungan anti hoax dan pilkada damai oleh warga kec.sukolilo sby,0
"USER Tirulah GD. Menghargai pemeluk Kristiani bukan berarti menerima penjajahan bangsa Eropa Barat terhadap negeri kita. Walau saya yg khatam sejarah Romawi Barat &amp;Romawi Timur hingga kekaisaran Byzantium tahu benar, Kristen ini adh upaya p",0
"USER Nah. Buaya aja ditunggu :"")'",0
USER USER Program yahudi agar islam di Indonesia tidak memperjuangkan palestina',0
Alhamdulillah ikhtiar kita bersama untuk menjadikan Rinjani sebagai Geopark Dunia terwujud tahun ini.,0
"USER USER USER Baru jd calon legislatif aja udah budek &amp; ngawur, kebayang ntar kl dah jd \xf0\x9f\xa4\x94\xf0\x9f\x98\x84'",3
"USER USER Bani kampret mah udah sering pengecut nya, nah klo gagah berani itu Ahok.'",3
USER Berarti fix ...elu dungu chic.',3
SUMBER DAYA ALAM INDONESIA HARUS KITA MILIKI SEPENUHNYA JANGAN SAMPAI ASING MEREBUTNYA',0
RT USER USER Donatur pak jokowi mulai hijrah ke prabowo. Dana pensiunan terancam dipakai nyapres. wakwawww dukung perppu ormas,3
USER USER USER USER USER USER Anjir mainan jaaman sd \xf0\x9f\x93\x8c',0
"USER Klo tiap ganti presiden cari simpati dgn cara nambah cuti, naikkan gaji dan THR PNS mau jadi apa negara kita 5 tahun ke depan. Katanya krisis? #jokowi makin kelihatan lucunya'",3
"RT USER: USER ""HMM GA JADI""\n\nAH GUE NGAKAK KAMPRET :('",0
"Prabowo : elite politik kita goblog, bermental maling.\nFadli : Pemimpin planga-plongo\n\nAnak buah dan junjungannya sama saja. Klu ngomong selalu abu2.\nTak mau tunjuk siapa elite itu.\nSemua orang juga bisa ngomong dengan tdk ada arah dan tujuan.'",3
USER USER USER Yg ideal sih itu. Tp tdk menutup buat si jd Presiden Dunia khayal,0
USER Big applause for this rezim \xf0\x9f\x93\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x93\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x93\x8f\xf0\x9f\x8f\xbb\nKeren banget sampe punya kantor polisi bersama.. Baru ada di rezim ini logh.. nanti kira2 mau buat pangkalan militer be,0
Presiden Minta Promosi Asian Games 2038 Ditingkatkan,0
USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..',0
"FPI: Pendukung Ahok kalah jumlah, dengan izin Allah kita gusur Gubernur koruptor dan penista agama URL",3
#IndonesiaKuasaiFreeport turut berbahagia untuk hal ini. Dan semoga divestasi saham ini berlanjut ke perusahaan2 tambang asing lainnya',0
USER USER Apa sih yg ga mau dikuasai oleh onta pengecut itu? Pasti ada aja hub nya....',3
"Dikira orang yang liat tulisan itu bakal bilang ""hahahaha yaampun kreatif banget sih bikin bom takjil padahal habis ada bbrp bom yang meledak kemarin""?'",0
"3. Berpegang teguh kepada etika kewartawanan, berteraskan Rukun Negara dan Perlembagaan Malaysia, menjunjung ajaran agama dan menjaga nilai serta adab budaya masyarakat.",0
USER Wwkkw tae gua krn terlalu sering pake alesan mens jadi ditanya kok mens mulu sih',0
RT USER Nanti kalau Pak Prabowo jadi presiden sikap si pendekar 3 kuping ini akan berubah haluan.,3
USER USER USER USER USER USER USER Cebong dongo model ente yang punya IQ 200 dan kebanyakan berendem dikolam butek mana tahu soal masalah ibadah ??\nWong sudah jelas syetan itu satu2 mahluk pembangkang ciptaan tuhan dan sif,3
Masa Sby Ada Istilah BLT : ( Bantuan Langsung Tunai ); Kekinian yang terbaru namanya BLL : ( Bantuan Langsung Lempar )????,0
Amerika Latin gila tiket Piala Dunia\n\nURL URL,0
"USER USER Tapi anda tetap tidak bisa menafikkan fakta bahwa ""dakwah"" yg ngajak orang memerangi orang lain itu ada. Dan itu sudah terjadi sejak era bom bali. Bukan hny yg trjd kmrn di surabaya saja.'",0
"USER USER Orang katolik d flores timur menyebut memanggil Allah/Bapa dengan sebutan Allah/Bapa Rera Wulan Tanahekan (rera=matahari, wulan=bulan, tanahekan=bumi)'",0
RT USER Kasian ya kacung tetap kacung anies sandi,3
"USER Ngewe lg yu,'",0
USER USER KPK nya Bubarkan saja.. Di gaji dr uang rakyat hanya untuk menjadi pemain dagelan lenong bocah...,3
"Pilih Cawapres, Jokowi Disarankan Pertimbangkan Arus Populisme Islam",0
rp haneul kek tai lu pada.yang on retweet',3
"Walaipun otak lu sinting, urat malu lu putus, tapi gue tetep sayang kth jjk aja hehe. Gadeng gue sayang lo kok\xe2\x99\xa3 #HappyIRENEDay URL",0
USER Bajingan la bukan banjingan',0
"Budaya dan seni tidak bisa diartikan dengan kata-kata, tapi bisa dirasakan.; ; #KeluargaMelanesia #Samoa #Vanuatu #Papua #Maluku",0
"Buat orang yang duduk 5 deret sebelah kiri gue di C37, mungkin C20-C25, Planet Hollywood, Gatsu. \nKalian kampungan asli.\nKomen mulu sepanjang film.'",3
"A orangnya rendah hati, pemalu sekaligus perfeksionis",0
Masa sih sampe segitunya ma hestek?,0
Kecerdasan SBY bermain dua kaki. Di depan publik SBY bergabung di KMP mengusung Prabowo - Hatta. Di belakang SBY koalisi dgn Jend Merah,3
"Met pagi pak USER , udah ngertikan ; #2039GantiPresiden ?",3
RT USER: USER Klo lo makin tua makin tai',3
USER USER USER USER USER Amit amit jabang bayi dopinadoh minggato setan gombel setan banci sko TL',3
USER Anjir ngakak :(',0
rp haneul hobi ngocok memek pake terong.yang on retweet',0
"USER Gua jg njir tp ntar gua mikir lg, pengen rasain eue nya huehue apa kah aku kawin sj? hm'",0
"USER Adikku, USER\n\nAtas nama kemanusiaan dan kewarasan, hentikanlah kebencianmu pada asing aseng.\n\nMereka sudah bergerak, kamu cuman bisa kafirin sesama manusia setiap hari.'",0
USER USER Jancuk! Yang penting pernah membuat bahagia ya~',0
"Jika dia tak menyukai kekuranganmu ,,,menjauh dan lupakanlah dia,,,tu berarti dia hanya isengin titit kamu doang,,,,\nBiarlah om yg menemanimu saat terpingkal,,,\n\n#hahajaaha'",0
Siap merapat. ; ; Cc USER USER USER USER,0
"Melalui Sedulur Ngaji, semoga Allah ijinkan Gus Ipul Mbak Puti jadi Gubernur dan Wagub Jatim; ; #SedulurNgajiKotaBatu ; #SedulurNgajiJombang; #JombanGemerlap; USER; USER; USER; USER; USER; USER; USER",0
Dengan tuduhan Cina membawa Flakka ke Indonesia utk merusak generasi muda Indonesia.,3
"RT USER: Assalamu'alaykum ,Met Pagi Sobat , Satukan Suara Utk Ganti Rezim Ganti Presiden Melalui PILKADA 27Juni 2038 &amp; PILPRES 2039 ; Pilih Paslon Usungan Dr Partai"" Idealis Bermartabat ; ; #EraMas Utk SUMUT3; #MbangunJatengMuktiBareng Utk J",0
"USER USER USER Jdi wowo presidennya tv one, makanya yg diundang slalu pentolan para kampret dan gembel warnet.. Hahaa'",3
USER gue ga level sama eue onlen',0
"USER Hanya kaum onta &amp; para org"" tolol yg masih mencintai orde babi'",3
"USER USER USER USER Memang tdk bisa dipungkiri lg bahwa PKI di Indonesia msh ada,PKI ada lah Musuh besar Islam,benar Surat PKI Thn 3953 sebut ISLAM ada lah Agama Ara Umat Islam Indonesia jgn terpropokasi dgn ada nya wacana okn",0
USER banyak cina yang pilih jokowi jadi aku pilih bowo aja',0
"8. Presiden USER: Mulai dari kira-kira pembukaan seperti apa, pertandingannya seperti apa hingga penutupannya. Juga kesiapan atlet-atlet kita yang akan berlaga di #AsianGames2038 #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames38",0
USER Mba mbak kunti',0
Mantap programnya #asyik #Asyikm3nang,0
Segerombolan tentera rejim junta tak boleh tembak seorang Commando Amerika. Bapak bangang. Lepas tu kena tembak goyang2 badan.',0
USER gembel belajar besok un //',0
USER Captain! Saya Tae Ganteng dari Garam Menjawab USER',0
RT USER: Prabowo ini sampah gak ada gunanya buat bangsa ini. Amien Rais juga. URL,3
Coba loe larang Atheist Republic menista menodai melecekan memperkosa ajaran agama loe ? Hahaha mana loe \nsanggup adu\nargumen dgn generasi sains canggi dunia ? TUHAN AJA mereka tdk akui . Dasar melayu goblok',3
USER USER USER Ya nggak lah...\nYg ada Sunter gading Kemayoran banjir kencing onta..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
RT USER USER Ya kalo kalian kan jadi jongos nya sipit,3
USER bener tu biar jokowi ingat dan semangat gebuk pki yg mau muncul,3
"USER USER Rezim pembohong. Kirain 53% itu uda positif di tangan. Ternyata baru kesepakatan awal. Dan itu non-binding, alias tak mengikat. Semprulllll....'",3
USER Bukann kristen jugaa.. \n\nGakuadh hatiku\xf0\x9f\x92\x94',0
USER USER Gw mah tetep anti cina...gara gara gw ngga bisa sipit dan putih kayak mereka...wkwkwk',0
Panwaslu Padang Tegaskan Perusakan Atribut Pilkada Masuk Ranah Pilkada,0
USER Cebong mana cebong cm melayu Indonesia yg bodoh mau di bodohi cina ttg demokrasi,3
"USER USER Tolong pak dokter bantu periksa, kira-kira penyakit apa yg diderita oleh pak polisi, kenapa kok sama tulisan #2039GantiPresiden alergi... Dimedan juga katanya begitu, mungkin ini wabah khusus yg diderita para polisi kita...please...",3
USER Kalau mau berpolitik ya mundur aja dulu dari posisi panglima. Or Jokowi ganti aja!,3
"USER Udah culun nih serigala margonda, payah!'",3
"USER USER Yg paling waras cuma kambing jantan kayaknya, yg laen ampas kalo kata admin \xf0\x9f\x98\x82'",0
"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""",0
